feature,iv,ks
f14,0.029787241900558314,0.04175055124149163
f87,0.02113071297170519,0.04079187038634835
f370,0.048652162447349656,0.04026459591601961
f293,0.07505275650077345,0.03949765123190485
f189,0.12330036960378538,0.039114178889847584
f236,0.10530089951232577,0.03897037676157611
f366,0.08147826049960134,0.0383951682484901
f341,0.009088640244010028,0.037484421436103865
f128,0.026960555560869022,0.03666954270923206
f25,0.018655402446319497,0.03638193845268911
title_Master,0.02952718227549172,0.036286070367174794
f134,0.02952718227549172,0.036286070367174794
f138,0.11129091193084824,0.036190202281660366
f121,0.07271773090537119,0.03547119164030299
f174,0.07271773090537119,0.03547119164030299
f122,0.018044403446146984,0.035279455469274246
f61,0.0012532660562133069,0.03508771929824561
f7,0.05737942808626474,0.03494391716997414
f76,0.05737942808626474,0.03494391716997414
f21,0.05737942808626474,0.03494391716997414
f68,0.05737942808626474,0.03494391716997414
f180,0.020165537543067855,0.0345125107851596
f115,0.026010187791025156,0.03446457674240244
f332,0.037746752994606884,0.034416642699645394
f39,0.02881308422936149,0.034081104400345064
f325,0.018405230110836016,0.03379350014380211
f35,0.023326912977372348,0.033745566101044955
f88,0.03028668753381959,0.033074489502444626
f361,0.02100925360530452,0.03302655545968747
f303,0.06421234500392291,0.03254721503211577
f151,0.0189871039210593,0.03230754481832998
f116,0.022659968612114285,0.031588534176972494
f294,0.07223218506741054,0.03144473204870102
f302,0.02324322848760138,0.030869523535614896
f36,0.02324322848760138,0.030869523535614896
f100,0.020042417136477947,0.03048605119355763
f80,0.020042417136477947,0.03048605119355763
f123,0.020042417136477947,0.03048605119355763
f272,0.01088430621440328,0.030342249065286153
f52,0.044302108773302845,0.02947943629565719
f152,0.0248745188572826,0.029431502252900033
f37,0.04215401080884661,0.02890422778257118
f77,0.04215401080884661,0.02890422778257118
f342,0.04215401080884661,0.02890422778257118
f129,0.051980454692854026,0.028760425654299593
f26,0.017981586560380177,0.028664557568785387
f19,0.066975583080188,0.028041415012942217
f3,0.066975583080188,0.028041415012942217
f72,0.066975583080188,0.028041415012942217
f247,0.006425178378706721,0.02799348097018506
f344,0.040162974214142215,0.02765794267088484
f24,0.01828619697398793,0.027514140542613363
f275,0.047181065747383864,0.02693893202952735
f263,0.012319609011975364,0.026795129901255876
f273,0.04805289313418864,0.02669926181574156
f97,0.02000455949464619,0.02602818521714123
f85,0.02000455949464619,0.02602818521714123
f360,0.053977252053098584,0.025596778832326805
f305,0.053977252053098584,0.025596778832326805
f169,0.053977252053098584,0.025596778832326805
f244,0.002774880953175446,0.025261240533026585
f51,0.007745939182180454,0.024733966062697732
f258,0.014295617767031366,0.024302559677883195
f327,0.014458099059277653,0.023487680951011503
f99,0.006578219570620844,0.02291247243792549
f276,0.025394202681337633,0.02291247243792538
f181,0.014841078995079159,0.022864538395168332
f59,0.007748769551844892,0.02286453839516822
f13,0.01015163055539318,0.022433132010353796
f29,0.013917634186844231,0.022385197967596526
f160,0.02849546557361041,0.022193461796567893
f40,0.007332931427392394,0.02166618732623915
f201,0.01866165814313765,0.02161825328348188
f65,0.05553442268445106,0.021570319240724722
f245,0.008100586119007495,0.02133064902693893
f218,0.005517343011410967,0.02109097881315314
f241,0.04384997088970142,0.02075544051385292
f324,0.0035935470494118655,0.018981880931837836
f42,0.04546080710024657,0.018646342632537616
f192,0.04546080710024657,0.018646342632537616
f105,0.04546080710024657,0.018646342632537616
SibSp_4,0.021426580576677005,0.0185504745470233
f48,0.0003105188964807216,0.01754385964912286
f102,0.0026684834877437427,0.017447991563608434
f70,0.0026684834877437427,0.017447991563608434
f32,0.033231001380571216,0.017112453264308325
f353,0.033231001380571216,0.017112453264308325
f261,0.033231001380571216,0.017112453264308325
f108,0.033231001380571216,0.017112453264308325
f209,0.004426157249059513,0.01692071709327969
f139,0.029327078655996125,0.016824849007765375
f185,0.021368619280894386,0.01600997028089346
f213,0.021368619280894386,0.01600997028089346
f190,0.021368619280894386,0.01600997028089346
f252,0.021368619280894386,0.01600997028089346
f322,0.013507636960055452,0.015626497938836192
f296,0.0011293764593182615,0.014715751126450072
f64,0.0018310410253797112,0.014524014955421327
f335,0.01767650293870707,0.014188476656121107
f222,0.01767650293870707,0.014188476656121107
f183,0.022046087624714654,0.013900872399578268
f220,0.022046087624714654,0.013900872399578268
f92,0.00598102135995389,0.013757070271306682
f308,0.012121508489103299,0.013085993672706353
f171,0.0009740379857558748,0.012798389416163292
f73,0.026820692255341973,0.012798389416163292
SibSp_8,0.0001636194544429721,0.012750455373406244
f178,0.0017154029550113348,0.012366983031348866
f96,0.005960326943340173,0.012319048988591708
f148,0.014237420145628166,0.012079378774805916
f112,0.014237420145628166,0.012079378774805916
f239,0.0006028796076920711,0.011647972389991379
f204,0.0017368066015939294,0.011408302176205476
f205,0.009433168673521125,0.011264500047934
f146,0.00012009968935076742,0.010928961748633892
f46,0.00012009968935076742,0.010928961748633892
title_Rev,0.00012009968935076742,0.010928961748633892
f232,0.00617428249183758,0.010881027705876734
SibSp_2,0.0036475843895875416,0.010689291534847989
f298,0.010982640804438476,0.010545489406576514
SibSp_3,0.006459588678178503,0.010162017064519246
f349,0.004796726893999632,0.009922346850733343
f4,0.018460449287339982,0.009874412807976185
SibSp_5,8.332599866655691e-05,0.00910746812386154
f156,0.004253628827535218,0.00881986386731859
f56,0.004253628827535218,0.00881986386731859
f12,0.004253628827535218,0.00881986386731859
f164,0.004253628827535218,0.00881986386731859
sexpclass_male1,0.0006411269983411021,0.008676061739047114
f315,0.0014440883479581352,0.008580193653532797
f135,0.000902535500748945,0.007909117054932469
f233,0.004824747281274479,0.007621512798389407
f346,0.004824747281274479,0.007621512798389407
f103,0.0021832302919090668,0.007573578755632249
f268,0.005161945239700846,0.007333908541846346
Parch_4,5.327975844288996e-05,0.007285974499089298
f271,0.0031751388206289373,0.00661489790048897
f312,0.0031751388206289373,0.00661489790048897
f1,0.0004379953950356893,0.006566963857731811
title_Mlle,3.4298944166070836e-05,0.005847953216374324
f363,0.00025249047582380014,0.005704151088102738
f329,0.002639709826378667,0.005512414917074104
f359,0.002639709826378667,0.005512414917074104
Parch_3,0.004533543137619471,0.005128942575016837
f132,0.0015530829337991722,0.004793404275716617
f347,9.733773025005955e-05,0.0046975361902023005
Parch_5,0.004001657797927087,0.004361997890902192
f295,0.001504009836316013,0.0039785255488448135
f84,0.00015365815969886214,0.003690921292301863
f44,0.00015365815969886214,0.003690921292301863
f28,0.00015365815969886214,0.003690921292301863
f227,0.0005310357839448974,0.0033553829930016432
title_Ms,8.562163096749507e-06,0.0029239766081871066
title_Lady,8.562163096749507e-06,0.0029239766081871066
title_Countess,8.562163096749507e-06,0.0029239766081871066
title_Mme,8.562163096749507e-06,0.0029239766081871066
title_Sir,8.562163096749507e-06,0.0029239766081871066
f62,0.0006407069231995474,0.002876042565429948
f254,0.00010465816542492627,0.0028281085226727898
f125,0.00010465816542492627,0.0028281085226727898
f17,6.759584048031986e-05,0.0025405042661297284
Embarked_Q,5.620052347383378e-05,0.0021090978813154138
title_Don,3.3208644107744546e-06,0.0018214936247723523
title_Jonkheer,3.3208644107744546e-06,0.0018214936247723523
title_Capt,3.3208644107744546e-06,0.0018214936247723523
Parch_6,3.3208644107744546e-06,0.0018214936247723523
title_Dr,0.00027802761287323326,0.0014859553254721325
f358,9.33150802136793e-05,0.0013900872399578157
title_Major,0.0005230100001094556,0.0011024829834147543
title_Col,0.0005230100001094556,0.0011024829834147543
f279,6.196067863695827e-06,0.0010545489406577069
title_Dona,0.0,0.0
Parch_9,0.0,0.0
